t_s,mx_uT,my_uT,mz_uT
58.887,50.67610919150843,-1.5287324297684233,-29.450880673527145
58.888,50.75029444358244,-1.6734335768258912,-29.5607035203323
58.889,50.919331724695205,-1.6724344343283537,-29.537354619978
58.89,50.98546200572478,-1.9906663367815327,-29.446243847860085
58.891,50.73077974727795,-1.8986587022725905,-29.256869156330204
58.892,51.16026094048163,-2.022267487061666,-29.026930613360022
58.893,50.95984044584269,-2.340948862625583,-28.99226920891175
58.894,51.15135629696472,-2.41426347334171,-29.094432530369403
58.895,51.186246900692126,-2.3834505336675202,-28.962493070071016
58.896,51.24022786083265,-2.5490638661782348,-28.824081207250572
58.897,51.309480965987774,-2.663688144301012,-28.807641254002206
58.898,51.41786402581495,-2.682812099631317,-28.6605941953716
58.899,51.48552660738796,-2.935280256150894,-28.45241497794124
58.9,51.28795652641537,-3.031809143865575,-28.625537014680614
58.901,51.591264798652496,-3.0313763290608735,-28.368716877278278
58.902,51.76527276812101,-3.4139300698956414,-28.32261875889899
58.903,51.71293822599354,-3.255497184446037,-28.210928192662656
58.904,51.64200101503597,-3.4894378583436194,-28.1757089364955
58.905,52.01939652626041,-3.409551259571834,-27.932204711474146
58.906,52.14438651784524,-3.627054564240861,-27.809428583461195
58.907000000000004,51.88578731079813,-3.7743032449515157,-27.858044773602366
58.908,52.04153092519087,-3.7138543508950246,-27.836081384634856
58.909,52.211357837186725,-3.8219480600500693,-27.231014066363215
58.910000000000004,52.12640355017131,-4.004104494047452,-27.42664320998311
58.911,52.28006901742932,-4.184913947852095,-27.23568323168242
58.912,52.35487721613375,-4.291444814133713,-27.17091996522939
58.913000000000004,52.35686792846614,-4.392274246426578,-27.218478265490624
58.914,52.42309267140931,-4.395888448964805,-27.09616506624182
58.915,52.29329227548035,-4.639659345023959,-27.003564185068914
58.916000000000004,52.71259558682159,-4.681672277861576,-26.949767697208856
58.917,52.68140067639595,-4.571025238139039,-26.718389201616148
58.918,52.69723164853789,-4.946536709143506,-26.793569180632286
58.919000000000004,52.72448221652985,-5.0570443822235545,-26.648483046541045
58.92,52.71945584260523,-5.073984119850227,-26.673838801576025
58.921,52.71232873947212,-5.213729855237281,-26.374856430756065
58.922000000000004,52.96736850590899,-5.1875861609538845,-26.22413600940978
58.923,52.96859609723296,-5.287343117007809,-26.229587968656148
58.924,53.03513500689382,-5.637392129823393,-26.08082060010136
58.925000000000004,52.88602642875803,-5.60966960013815,-26.03590031369386
58.926,52.99307129244794,-5.751008369494357,-25.959781475318962
58.927,53.15403581123891,-5.78601352462181,-25.758951796352715
58.928000000000004,53.23093617057039,-6.051294091620469,-25.734385235874907
58.929,53.32201490769933,-5.934855699270382,-25.697598288762936
58.93,53.292043695379924,-6.077125684425809,-25.65815423741254
58.931000000000004,53.46879650719434,-6.1245016646563295,-25.35340780700762
58.932,53.322949516529825,-6.16581141553152,-25.313165826874908
58.933,53.37182593673551,-6.416029653922346,-25.06224063851623
