t_s,gx_rad_s,gy_rad_s,gz_rad_s,ax_m_s2,ay_m_s2,az_m_s2,mx_uT,my_uT,mz_uT
0.19,0.008070197919716157,-0.005699759884389148,0.003131490339559606,0.22244045229479964,-0.12345499424186718,-9.492374103665389,37.41280887574506,-5.7551042500645,46.056865310079445
0.2,0.009070258462749054,-0.0057840089555540935,0.003136054391183709,0.21613115575657046,-0.09704070248494313,-9.50766627593314,37.47574157897912,-5.455958691115352,45.910252654296414
0.21,0.008497729550702538,-0.005430739711231296,0.003788968783275442,0.2110750575163672,-0.10583437599035639,-9.487690556545159,37.47070866235954,-5.8026582979960875,45.85058733832459
0.22,0.008310060287501328,-0.0062247557135011525,0.0030301423892007016,0.20150422465709805,-0.1039109916976613,-9.467863969473324,37.68516874730862,-5.803506722572299,46.02606255498005
0.23,0.008667872591054223,-0.005779702617315919,0.0027339174048351574,0.21003132886693765,-0.10693830480218683,-9.490702902723005,37.59418925829677,-5.619168395053554,45.94308082546124
0.24,0.008958401243454383,-0.006511276022873498,0.004487709144893877,0.19824878466565543,-0.09894481361277463,-9.476771813844536,37.34446504460054,-5.629367158582856,45.87209774551802
0.25,0.008693160381007746,-0.006118279269213479,0.0036380682004035535,0.20479659493365918,-0.0977405861652124,-9.503033027838008,37.337270007258255,-5.62768363259578,46.042816911934416
0.26,0.008478170508288323,-0.005965795540801039,0.0034577466352788177,0.21129962043047362,-0.11233937412998901,-9.487020488164044,37.45006041900282,-5.525686622925144,46.00024313545565
0.27,0.009413236855636206,-0.005982434305605239,0.0038064583832662126,0.2100904319804581,-0.08169087745572476,-9.516412099096888,37.481640453989996,-5.536081209075306,45.93850508086407
0.28,0.009778236633269615,-0.005293765045618883,0.003647412193898977,0.21700570570979047,-0.10006673881089002,-9.508031445419224,37.607881974739804,-5.612229225337267,45.89060962884523
0.29,0.00844558551659992,-0.005333063543476222,0.0036314557985938824,0.21732710115239925,-0.10501820198025733,-9.494435370363325,37.4414141680612,-5.612376603252303,45.90647087862856
0.3,0.008531047996212734,-0.00539363095815367,0.003779400694150707,0.2200912323972405,-0.09712552322465241,-9.485066954682013,37.416395259582174,-5.693648391436458,46.14746621625901
0.31,0.008211154352770282,-0.0052154564455515065,0.003165321748343112,0.21346363850733938,-0.08932232381029898,-9.491776998355807,37.48502108135408,-5.677653922569064,45.89841960432906
0.32,0.009652848208222863,-0.005668013088851068,0.0042416110644736766,0.21749873233398268,-0.0985537153003166,-9.500641661098262,37.425761627090544,-5.619551611966047,46.01855821780555
0.33,0.008818510979116206,-0.006135233196883787,0.00398484328031087,0.21688573914313644,-0.09022289727777508,-9.506752209944906,37.4376683214495,-5.620331488084781,46.13464034826513
0.34,0.00828928470055659,-0.005591648535251591,0.004052563500756548,0.20389728025113998,-0.10664066508229632,-9.496567414580385,37.45584219860296,-5.679991182218787,46.127688161040595
0.35000000000000003,0.00879575391795707,-0.006110559765915374,0.0034606239725378986,0.2161416378627969,-0.08810946439774137,-9.503936247846012,37.39206217995732,-5.786145474634979,46.00105053501338
0.36,0.008514477394696487,-0.005261417263066044,0.003143489870501689,0.20457189840841122,-0.09959194987036912,-9.496330422175994,37.54024653843283,-5.639283233107493,45.978109190535925
0.37,0.008964084921383342,-0.0055327253755758175,0.0036454207459096786,0.1979667769374107,-0.11529397405324847,-9.494189997696632,37.47331126530441,-5.586303716212809,45.90133140761338
0.38,0.008696255303312979,-0.005839657824103646,0.004126716342492674,0.22187299536390326,-0.095595608396113,-9.494258006732395,37.42709936324106,-5.787045274335381,46.155189370890135
0.39,0.008426887139298619,-0.0056883080551771385,0.0029198678777815,0.20233404082713607,-0.08604995802537072,-9.48948332161257,37.34396763620815,-5.6875464262144835,45.89839663136799
0.4,0.008080967498431782,-0.006533747579889767,0.004134447283495497,0.21311962504662504,-0.10554245573225907,-9.505305037311492,37.36039254319084,-5.629213978825438,46.081684204635465
0.41000000000000003,0.008140709610629404,-0.005380018944436231,0.0033388640053389927,0.2127088533624376,-0.10221647730095737,-9.501971596861432,37.499894382226834,-5.628964951238875,45.95468019718391
0.42,0.008175865560754137,-0.005405564766599756,0.00333065206793769,0.2172940594840314,-0.08471337044186426,-9.496177493517287,37.414188975058764,-5.602067507405931,46.07684470886633
0.43,0.008973231209730786,-0.005360849725969722,0.003331740964450578,0.2139941320134974,-0.09325030823530471,-9.501430294009241,37.55024806100105,-5.449837501859598,45.877777926802835
0.44,0.008238963729448854,-0.005923488377975308,0.0032359366679902317,0.2176488334915636,-0.09744696951397379,-9.489849990917847,37.501555515231765,-5.688809279297001,45.995774387556004
0.45,0.009025548209617157,-0.006169562337639839,0.0028105324164175525,0.22310333839938049,-0.09681531584844143,-9.495739903512145,37.29363682465077,-5.756392749633318,45.92080687140169
0.46,0.008196393251330284,-0.00555110249491998,0.002342081050679932,0.21552743381723616,-0.09940132878198342,-9.496040324020674,37.37081532425352,-5.699022896662776,46.00699302959174
0.47000000000000003,0.008901982030195897,-0.0052972306100580405,0.00295662390607761,0.21152222093399023,-0.0964723627236294,-9.477959624742981,37.493287651615304,-5.730263301007537,45.993833015926995
0.48,0.008871169207056228,-0.005810875443511365,0.0029364953297992226,0.21694390208869346,-0.10094607386895611,-9.497034561684112,37.45804949605411,-5.700056874381918,45.973672993408094
0.49,0.008928684573569455,-0.005835335819859409,0.0039371418119011,0.20064048228509973,-0.1145674293402911,-9.496168243892416,37.46541935505056,-5.620101755623871,45.81731112452947
0.5,0.007474584364327703,-0.005932388180957293,0.00315144539726645,0.20200650497672223,-0.104463882740729,-9.491970505902614,37.577783961219126,-5.704360883326488,46.004845512223746
0.51,0.008317980242663068,-0.005365988612095565,0.0032724088887063655,0.2159105669850538,-0.10457984419894897,-9.488622974565834,37.32602765628624,-5.656311557044037,45.95156606686227
0.52,0.008735981626231003,-0.0058222074007252345,0.0017802971346257532,0.22759282129160113,-0.09212299481844674,-9.486983932142715,37.441413492812536,-5.770433568960428,46.07044489146127
0.53,0.00876676176650673,-0.005593061245890488,0.0036267240476278067,0.21004038143711218,-0.09989953665605675,-9.496439474945038,37.34876236407587,-5.474397629071328,45.884641465165124
0.54,0.008874508973821681,-0.005733518492786864,0.003230228887679173,0.2144353554011171,-0.10353785542050845,-9.487356547113835,37.42951597282407,-5.665657600642627,45.986644225761815
0.55,0.00864131542404615,-0.006305522728737364,0.0030326963031809843,0.2168482594023145,-0.09255311846163913,-9.486565599785399,37.237707308569334,-5.76613205138522,46.02376256369093
0.56,0.008693695933620644,-0.006090355572063061,0.0035129738065213774,0.20224698888356468,-0.08758445792241305,-9.494888902891065,37.48984723856288,-5.662367663254529,45.94463935235243
0.5700000000000001,0.008994654347655293,-0.006382233566123137,0.0033794213721759225,0.1898686713861333,-0.08470646238776726,-9.491744738663579,37.5192909459277,-5.713292636886633,45.899469992962544
0.58,0.008191066333032179,-0.0059079255469892756,0.003585591128099983,0.2092006228557476,-0.09266267393932992,-9.480681215117224,37.27644471677396,-5.658494876793166,46.077538849726615
0.59,0.008327049046751234,-0.006080100449674622,0.003548887343877944,0.21945666933594538,-0.09620032568357943,-9.498450913454123,37.254900734328814,-5.827064098011704,45.80442621265462
0.6,0.008652623914048245,-0.005485411657646519,0.003508926810070528,0.20467097754552355,-0.09428524025698393,-9.495006783126263,37.630128574883194,-5.746362572284529,45.9937988782154
0.61,0.00799626073136112,-0.0057002576507167255,0.003510225891298047,0.22148374709190172,-0.1148363483067219,-9.493808408523954,37.34227683761521,-5.618625167255205,46.02058371249328
0.62,0.008709641763084194,-0.005257918486699679,0.004133833917323374,0.2112740278449182,-0.09203507613364471,-9.476884151669903,37.451555137836635,-5.719505302456398,46.092058286606765
0.63,0.008682840762276772,-0.00651074460594124,0.0032447201518542527,0.21322991870106942,-0.09665437551513796,-9.486142967639559,37.53481971925053,-5.612543012943021,45.86562887379537
0.64,0.009139114378742737,-0.005354935363093479,0.002022996301319825,0.19550408812204026,-0.09978858331272836,-9.493565119777836,37.415131579674416,-5.531762315924859,45.974985064505915
0.65,0.008751665232262925,-0.00530821910505319,0.002723985001157405,0.20749792603559206,-0.10651683278321374,-9.486330575696952,37.3616964300528,-5.748932425388505,45.91232255547442
0.66,0.00863388517726677,-0.005528247822052241,0.003231744823814469,0.2106286844064463,-0.0982334012682026,-9.49549476496772,37.538241980339485,-5.566262695860045,45.779812003187814
0.67,0.007894656532843717,-0.00659770861273461,0.0031342130856541793,0.2166331568849367,-0.09290646543202226,-9.5171018075439,37.55276984004712,-5.784580863048856,45.9285085074248
0.68,0.008056326022794569,-0.006093430493440175,0.002891118519997617,0.22404428742920085,-0.10253559767828545,-9.502805851592758,37.4639816026742,-5.639687131686574,45.935900608347644
0.6900000000000001,0.008835563672724112,-0.005551601698482701,0.003927509283317355,0.2194616378777841,-0.08967970758949305,-9.4948765105084,37.52529078475286,-5.644302886461778,46.02554627418405
0.7000000000000001,0.0075355422659027504,-0.005731726864018639,0.003818340634129532,0.21989832214095786,-0.10981328402477589,-9.491821543513444,37.40557888916815,-5.7815132303130135,46.21109695734282
0.71,0.008957486605677698,-0.005403918621010462,0.0031508093556076935,0.22060633493208173,-0.10394055794039192,-9.48227865619685,37.53018555882364,-5.705543957034175,46.12986226666482
0.72,0.008211094909577476,-0.005369566784977239,0.002844145989615435,0.20469077799527033,-0.09858654937597408,-9.48734098626824,37.374522887194075,-5.62945317372909,45.93844493096544
0.73,0.008674483406421294,-0.006183892486921038,0.0027946694154937883,0.20847993208654125,-0.09222818748681896,-9.493854520122909,37.51090362084461,-5.73713529624935,46.001846805362064
0.74,0.008435060408584218,-0.00568584805895462,0.002998657029105559,0.20296911666823125,-0.09239482437980473,-9.493718827973307,37.36033536618565,-5.707813127331044,46.08200350088173
0.75,0.008055322548102298,-0.006348204440779416,0.004194927690423125,0.2194936296870399,-0.0970651971408982,-9.495688288042711,37.330723234527845,-5.548084693874731,46.020265842392405
0.76,0.009296585892250311,-0.006020232881704606,0.002837843419865746,0.2204527197845831,-0.10967183360827604,-9.493963625659072,37.37145454890219,-5.659141911692279,46.019202536012884
0.77,0.007750328675311919,-0.005862868463357513,0.003579540522721817,0.20008368149851763,-0.10208986905010331,-9.481941483833774,37.490362711001104,-5.713311615383736,45.93350565266868
0.78,0.008911000153265002,-0.005656583055434177,0.0028750256564610962,0.21280202123637565,-0.09688439762823536,-9.488927891724524,37.51283177857968,-5.675601457570161,45.85361730118602
0.79,0.008318576707305647,-0.006002443716797995,0.0034220668738182284,0.20920555094081136,-0.0936070594316623,-9.48206981911254,37.47119420356624,-5.675939627390925,45.899783558309444
0.8,0.008870763878408724,-0.005197069886265377,0.0030452582728542716,0.2213621485569513,-0.11176975926985204,-9.48960042454744,37.447394166585475,-5.754900994589364,46.02284313335462
0.81,0.008570871381082567,-0.005700974321741554,0.0030010841222239404,0.2084767500738351,-0.09124408473777666,-9.483437215055103,37.48691916554507,-5.7260698843614914,45.979270105822586
0.8200000000000001,0.00816218986908137,-0.005541353753984386,0.003193111654200044,0.20311628955880534,-0.10746541577938104,-9.488950397403629,37.412912841873144,-5.712111008763538,46.00287211929283
0.8300000000000001,0.008512409425382384,-0.006269961338538356,0.0031330665433616537,0.21382356989617646,-0.10027288044224138,-9.486776261901989,37.613954570575466,-5.572799177711123,45.99349265523752
0.84,0.008348858157336688,-0.005984211175683147,0.0032012951127073433,0.22238255205253354,-0.11020619555725152,-9.475731154595364,37.59795206241012,-5.774685896872205,45.83534482676697
0.85,0.009116292688174835,-0.006448983472654383,0.0035463015432104297,0.21934176796551214,-0.10697491972155403,-9.486011161780626,37.31496523764469,-5.75376000232649,45.89040966650552
0.86,0.00813903469455026,-0.006360724102831681,0.003099613099360172,0.2069105706721237,-0.08324945597795784,-9.499423817397652,37.574849270697754,-5.696421335402883,45.8959291653729
0.87,0.00839716272029017,-0.005648358045110793,0.0032448012386920673,0.2098682243591781,-0.09580696611317543,-9.491160689570298,37.401142741742824,-5.743196128214954,45.846074758172755
0.88,0.009061883535514919,-0.0058697146257818125,0.00365949654840172,0.22754107735487997,-0.09546610998299616,-9.493030125006367,37.43592098507147,-5.536175326267297,46.02690424359352
0.89,0.00788016853872324,-0.005829338886846904,0.002671443468030545,0.2060740084457267,-0.0915602165794255,-9.490530748748057,37.59628555687612,-5.842042110602081,45.7900726883409
0.9,0.009270552532696593,-0.005593995565463412,0.0035618629189792797,0.20648546849752253,-0.07487606944859196,-9.492508579962028,37.44246108844951,-5.6550907439334335,46.11778535573751
0.91,0.008876496584745866,-0.005978732361644281,0.003473804278539927,0.21216970258456894,-0.0879619324802321,-9.503468678681546,37.242061480274124,-5.6726726853781635,45.89275308890115
0.92,0.009175306501952682,-0.005170449232778944,0.002879385139129345,0.19859754699581886,-0.1106354471065464,-9.499733431912372,37.44235323754117,-5.55881072237207,46.10841300134287
0.93,0.00849666440262652,-0.006253357811494761,0.002571962943220099,0.21512822991332137,-0.09295055884973737,-9.49744126982494,37.310477008296935,-5.681434856698721,46.10115907772343
0.9400000000000001,0.008603591996350711,-0.0054182816583412665,0.0037459652452917613,0.2112971985734729,-0.09221572055380646,-9.487164136413401,37.3077578822142,-5.529622948889609,46.00231636008226
0.9500000000000001,0.008186890398986159,-0.005893655836607354,0.0032392540302728775,0.22926104992010513,-0.10019019784718243,-9.490026229365059,37.364955144837616,-5.726995434092762,45.960196264383754
0.96,0.00871721813389033,-0.005482044850597869,0.0031135015554771116,0.2226405605080665,-0.09248051527233414,-9.491116982511267,37.2318128777707,-5.755843829989637,45.87689869663537
0.97,0.008489762590900148,-0.005745533703096887,0.0030313756079581545,0.2133342490731382,-0.1060305762885521,-9.479526638211127,37.35966052759893,-5.676716553942677,45.90573244693844
0.98,0.00759813966444719,-0.005253422898440812,0.003103542403712518,0.22140468315127762,-0.09069501118962452,-9.49380691230093,37.53456129260494,-5.575727498942135,46.11667195850574
0.99,0.008830280143788604,-0.0048189438745577665,0.0026527532602843296,0.21230122498032153,-0.10286658137635543,-9.489325661714306,37.503065634977425,-5.532704828916177,46.02501964165059
1.0,0.008295967838323568,-0.006148742107305792,0.0036429202349633934,0.21959620643219585,-0.09557332911060222,-9.501295716794097,37.385206777924054,-5.760487388989545,45.939433231375574
1.01,0.00958912256573387,-0.005878546472238242,0.003098220234573082,0.2139108429614444,-0.07764256579926242,-9.492158739253318,37.269794918983656,-5.653160357149546,45.85203410979265
1.02,0.008937694374656009,-0.005508101377216339,0.0034791218104454277,0.2075284351380833,-0.0987047745211902,-9.489057536854594,37.42152426899303,-5.5645262537294515,45.84524625552801
1.03,0.008579871591551021,-0.005840970697486381,0.004387022992228077,0.21498760329452582,-0.10288222288249431,-9.488200701941867,37.610937821299025,-5.629262633477335,46.11804688735941
1.04,0.009105696327802604,-0.005907380774790986,0.0030249015781249585,0.20712263991737018,-0.1068948129398404,-9.495162644548753,37.32130382094757,-5.724097485301166,46.03684404957885
1.05,0.008462216834562974,-0.005867117548602129,0.0035725029390267764,0.21889650711229164,-0.09824735749875478,-9.4927088790975,37.570646006956714,-5.704820966892238,45.90933301191541
1.06,0.008473949711614836,-0.00589627936999995,0.003790464242367086,0.22196419912950893,-0.09765799656561092,-9.491149513227368,37.43407808123771,-5.695654269704203,45.93499841774383
1.07,0.008482219941008808,-0.005332840714693096,0.003341551498480675,0.21669505208289802,-0.10097728271132894,-9.49650245660046,37.5387297406961,-5.692126069773721,46.14906031430173
1.08,0.00803562102061515,-0.005703222285976251,0.0023274760610551837,0.19966399174766827,-0.09441673607400708,-9.488185290373487,37.516360134986,-5.787170458956065,45.736572841099964
1.09,0.008606469880335456,-0.006205639456256237,0.003198027976547925,0.21328410628217292,-0.10990068433870795,-9.509070903201271,37.501769544073056,-5.785844078117477,46.08183282161227
1.1,0.008422715313318209,-0.005684735782969671,0.0026736417336321247,0.22229481807575535,-0.09590374220580844,-9.48681158979559,37.432661306052786,-5.624817385761856,46.10280706658634
1.11,0.008925798676801662,-0.006285388141896609,0.0033779859472893286,0.19318802176733169,-0.08358289613741406,-9.468665935690908,37.61478564991399,-5.75454199535629,46.02365900073168
1.12,0.008233266452623724,-0.005275948909422328,0.0034887849085380434,0.20699300151264322,-0.09469509660137178,-9.475890210080427,37.29155720512997,-5.506530984552599,45.865918044319855
1.1300000000000001,0.00878439243154437,-0.005075401342518468,0.00308599624664052,0.2135239912301076,-0.08455502648093549,-9.509575316267886,37.30166890784727,-5.610467412215014,45.99491984338545
1.1400000000000001,0.008330977241719942,-0.005908053820650761,0.0031419502121623304,0.21593765053942854,-0.09423189900376792,-9.486119598463526,37.53289357886246,-5.647013499371106,46.13345604993283
1.1500000000000001,0.008540836290195348,-0.0058037333958439975,0.0038018060241378033,0.2063196506277663,-0.08137338673733822,-9.491556317565644,37.482259379222825,-5.615968815962205,46.04737437504884
1.16,0.0091960806235826,-0.005890746714215332,0.0025302752766307845,0.21119305410878936,-0.11139423102748752,-9.504049517768145,37.39690656735929,-5.398726610632138,45.886865772037055
1.17,0.00814516947740778,-0.0053759952185727655,0.0036658611314758765,0.21231137020925178,-0.10875215585793942,-9.492932766577189,37.51149532485926,-5.786206910313576,45.97197699628216
1.18,0.008095965117367623,-0.006263567729547534,0.0033797920233707215,0.2102209456734278,-0.09253333083582879,-9.484236161870305,37.33643779616179,-5.485408604348809,45.94464007501646
1.19,0.008566681434829521,-0.005329199675348873,0.0038636423624925894,0.2193644436439948,-0.09937265312543817,-9.486343681886353,37.54603851609907,-5.699945604436224,46.03703383993358
1.2,0.008637253959982242,-0.005631609570096906,0.0036391943066754195,0.20674796572445658,-0.10276448619022091,-9.47813931497563,37.324511071558284,-5.622273701107295,45.998738958010385
1.21,0.009646731760854699,-0.005901014066470623,0.0036103474944079684,0.19087971665070913,-0.09761188493741484,-9.495350161839593,37.62248075996602,-5.3867446885632795,46.15661941648176
1.22,0.00794152163343603,-0.00544492346768263,0.003450824099729871,0.20839616919274484,-0.10642946511304138,-9.490275949459264,37.371325881364825,-5.6507711684244075,46.18341812838284
1.23,0.008805456137534017,-0.005290255768022078,0.0034479837139606354,0.19640662157850886,-0.09270092275734697,-9.499878791831097,37.47008501100497,-5.54870190939356,45.848177793389226
1.24,0.008384685600347115,-0.006267258192562302,0.0038939011372645833,0.2148137072033776,-0.09596315666902656,-9.479872516512422,37.46914977939851,-5.549013246659602,45.88882041128055
1.25,0.008558002050668001,-0.005578242091389289,0.0037495307156645286,0.2134881033037016,-0.08910216926903015,-9.491909122304476,37.471575970340545,-5.871999649026709,46.145038141179384
1.26,0.008730226256091421,-0.005613571038189831,0.0030914655100385173,0.2184264363732895,-0.10325210146308755,-9.502474899499985,37.41497466963526,-5.620886252817542,45.98779398085533
1.27,0.008430717360522633,-0.006091544667461474,0.003166512257399586,0.20195946754291172,-0.09930432736428478,-9.49073517250364,37.42325638303075,-5.619238295235165,45.94025790327601
1.28,0.00801240137952418,-0.005535559252510897,0.003648121680559718,0.21326219036855748,-0.1040442633019321,-9.477796821167063,37.451295022319144,-5.716930147511016,46.06511397488522
1.29,0.008953337805066752,-0.00531221237979,0.003459131706822799,0.21796726931085736,-0.10793254477932827,-9.478437253496667,37.59652195875985,-5.693921979528385,45.9155639934185
1.3,0.00920233324865508,-0.004764468320123945,0.003518880959713598,0.21498615067996418,-0.099190942157589,-9.498243325686332,37.39275122333541,-5.680610892858269,45.961723208219944
1.31,0.008402998011381172,-0.004988839957826846,0.0038143042682894533,0.1987843923296013,-0.0986887910060146,-9.480121081582435,37.4008096811868,-5.790935853419664,46.07780276955886
1.32,0.008471595873240203,-0.005256047077093906,0.003910978781645543,0.21548811516028685,-0.08947621345948,-9.490680068662785,37.599166873378664,-5.658557164561035,45.806425909872374
1.33,0.009012322658443437,-0.006159521053477866,0.0025177177590449303,0.2294990883319802,-0.10520814227539521,-9.489900849215207,37.502312446837045,-5.727541832700961,45.96124750434071
1.34,0.009337676403429217,-0.0049803424448738795,0.0034666023258900286,0.21471464183519612,-0.09390354308258829,-9.504063210437955,37.39410156130832,-5.695800169243167,45.96310596865015
1.35,0.008997091963952755,-0.005490989009264995,0.0034171842086176824,0.20518428474805045,-0.10308513679693068,-9.495833741617309,37.58956392275957,-5.5864755691821095,45.801918653980366
1.36,0.007817516443862095,-0.00594129022375468,0.003639197253970503,0.20360723663289945,-0.09540630119475561,-9.485205826552003,37.470656051822175,-5.665122101205867,46.050523918162654
1.37,0.008335222566404394,-0.005148785962713288,0.003148958002695994,0.19859845945391935,-0.11264562526507857,-9.488788477252434,37.56093121583933,-5.759401484408395,45.821102656306
1.3800000000000001,0.008545654032032312,-0.0056155302614767375,0.0025257272925184905,0.20532316643946927,-0.09250018802120008,-9.504289191975703,37.46669347447643,-5.648524908393742,46.020863934328304
1.3900000000000001,0.008239864549406187,-0.00592501100643635,0.0036144684775372147,0.20815922999972813,-0.10930436698529095,-9.480621898308145,37.426994191536885,-5.623388465962954,46.081544368128746
1.4000000000000001,0.008728675279301724,-0.006271304534971985,0.0027949394601225527,0.19931456413062784,-0.10955154433997674,-9.486791561027326,37.634745805286144,-5.738639215382312,45.94475388259933
1.41,0.008616738286250671,-0.006077426527845839,0.0024789188962799132,0.19647842605030158,-0.09096149254723764,-9.502802763822642,37.429705756434906,-5.934233831235752,45.72597643491386
1.42,0.009092229972704285,-0.005968909976097051,0.003049669334801797,0.2280202267226998,-0.10216706817961925,-9.494244270789974,37.50868853954723,-5.561403236475526,46.02715139869184
1.43,0.008021909334966404,-0.005784139171069435,0.003174749395709113,0.20779501938420739,-0.0991264743609049,-9.492446921263808,37.600277493316504,-5.683701120721287,45.84899594206336
1.44,0.008160506460837639,-0.0059406202676928685,0.003436579698681483,0.2054628017623406,-0.08897014864085712,-9.498387865035502,37.592981058688174,-5.5700638755876035,46.06182367885095
1.45,0.008543375707287538,-0.005339383554375203,0.0036602710822845113,0.22929014669914796,-0.10129440439872003,-9.498319814657254,37.435899815667334,-5.677662896646084,46.06319733686174
1.46,0.008328939952065515,-0.005449612112087419,0.002924019061622639,0.20411930858031743,-0.08670022928036972,-9.506071004630291,37.41925193972324,-5.6903110874070375,45.876034240892814
1.47,0.008994994863140156,-0.005642879131730247,0.0035320335501451312,0.2105746279249673,-0.11281047630074983,-9.50514245646837,37.55952541427865,-5.609830806873586,46.07066178395804
1.48,0.009500895992368355,-0.005355861344285217,0.002750424697044474,0.2255021692770275,-0.09640533218103861,-9.479591074149555,37.498107785422505,-5.573137968755879,45.9777198015347
1.49,0.007820666842072225,-0.005795910876502914,0.00327215829497572,0.21201045272146535,-0.10064612650921798,-9.494662709802487,37.54940497416115,-5.617517036677775,45.872300950417234
1.5,0.008236621666333786,-0.005809439340240984,0.004030657865825024,0.2198704643734483,-0.09779456085308037,-9.488178267481073,37.45411570834388,-5.654043090128031,45.90416255879135
1.51,0.009230594650568061,-0.006012343279232644,0.0026667037137495207,0.21272771181826208,-0.09185981118241358,-9.493978042694454,37.49274739231042,-5.535634137786826,46.004246346593625
1.52,0.009028524227266644,-0.005693629344306283,0.003197173236026647,0.2070852499023726,-0.09723755752621753,-9.484755543873735,37.49819206909686,-5.765069255508954,45.92627651589987
1.53,0.008144972860849602,-0.006150794268719181,0.003008061778619727,0.20506396813805797,-0.09370862584348338,-9.494374466947034,37.42492958249763,-5.698353005993373,46.11634486738986
1.54,0.008113449980242469,-0.005716597759607867,0.0027415694959578765,0.20791075820772476,-0.08900695793002723,-9.486515985068408,37.69655587967606,-5.477435037904571,45.78709841224228
1.55,0.008289559930081026,-0.0059921346501940415,0.00322939315150784,0.20064599814057912,-0.08998578593332346,-9.486548969049025,37.573789899478214,-5.630203709286936,46.01401662476943
1.56,0.008710601090251034,-0.006009211339935244,0.003607307052950555,0.20826409612729194,-0.0954469940729262,-9.488721902892157,37.55445982686501,-5.705455703043943,46.032770472497674
1.57,0.007925236978167952,-0.006161099088226201,0.00377007574872766,0.21386646756933278,-0.09950188120196286,-9.494552195542942,37.44839972850733,-5.731528299959447,45.946817159620956
1.58,0.008927180265297211,-0.006099448265040959,0.0035096422128213433,0.22550233277209705,-0.10416524192395195,-9.501075227411759,37.51311841079838,-5.790753141652189,46.171731672741224
1.59,0.008178069849953219,-0.00594426617266556,0.0024770783277367706,0.22237131438436383,-0.09423835347154116,-9.495926069610995,37.41203945477065,-5.754128280208562,46.01869449946044
