t,roll_deg,pitch_deg,yaw_deg,err_roll_deg,err_pitch_deg,err_yaw_deg,bgx,bgy,bgz
25.400000000000002,66.0741843768396,26.214659579025547,87.37155823612696,-179.20754347925705,53.29823478709414,-4.608721936660834,0.029685047739980656,0.03513932504411924,-0.01812173246293452
25.41,65.94528308371835,26.044891370360126,87.74653697094983,-179.20040466026708,52.96717936977503,-3.869353047660841,0.029671364443648412,0.0351107673512085,-0.018117180931883015
25.42,65.79741530399636,25.86382038544726,88.11297156796356,-179.21234070967935,52.625656619186984,-3.138845215248665,0.029670460449832334,0.03509149824302072,-0.018123333833243088
25.43,65.67213317734921,25.6973423731743,88.48502604836501,-179.2018177574465,52.29956146425837,-2.403037703104412,0.029652158102328505,0.03506404039107377,-0.01811936156394976
25.44,65.57224972912388,25.47985573928602,88.87573215743059,-179.1660409884213,51.92329133708291,-1.6489021384767286,0.029621287651582846,0.03504238947880713,-0.018156478906776137
25.45,65.42988033655969,25.31529819129115,89.24438923838838,-179.17291317558772,51.60078281816292,-0.9171426365492327,0.02961550938999129,0.035016730469326,-0.018152624166919457
25.46,65.30983227891795,25.112221464585673,89.62105275934324,-179.15764512935277,51.24058636290291,-0.17770727176695347,0.029594601950827623,0.03499908505840369,-0.0181793342740373
25.47,65.19999514428335,24.92399186660274,90.00499973840529,-179.1323652901386,50.89606684616403,0.5686773490291349,0.029569802948427683,0.03497352199226048,-0.018195437645356888
25.48,65.02718150259001,24.74990681859052,90.35888507754096,-179.17027905472088,50.56652010448075,1.2846624221773462,0.029584659205535782,0.034961980829705114,-0.018193905641503128
25.490000000000002,64.91955756103879,24.56983143402918,90.74345842220876,-179.14323812014902,50.23180951495031,2.0309938085426054,0.02955917710719865,0.03493047238407017,-0.01820833232600518
25.5,64.78582432764148,24.375283690790173,91.12618608361099,-179.14255931951286,49.88345116789933,2.7751339574667484,0.029552029292047494,0.03490648650072101,-0.01823187427252013
25.51,64.652377219698,24.193794689294005,91.50638733688656,-179.14186501275105,49.54897412558263,3.51639820664755,0.029544943755560143,0.034878797152685104,-0.018246825441255124
25.52,64.50418711086293,24.00243284674639,91.87628613466416,-179.15620203884515,49.20544461699503,4.247006497364056,0.029548783023876726,0.03486408280586165,-0.01826500376183921
25.53,64.36876627680907,23.822312708881064,92.25393846739294,-179.15807576939307,48.873974850223846,4.98501073646686,0.02954117479189219,0.034839048246711524,-0.018278657470409927
25.54,64.2421754369697,23.64150666316698,92.62826170300124,-179.15144306608087,48.542634726300136,5.719324137681809,0.029527444450563566,0.03481454154367361,-0.018290462125614578
25.55,64.1023435770281,23.452274071569015,93.00367217824747,-179.15839245738533,48.203680972637336,6.454358814592913,0.029525324568008743,0.03479220226636599,-0.018309739042609623
25.560000000000002,63.966104016303156,23.26711003959306,93.37520849999282,-179.16210807035947,47.86960591278868,7.185149083532347,0.029519265168142513,0.03477179690210239,-0.018328768433137542
25.57,63.80432678904742,23.06978705394717,93.7416079574594,-179.19173724848505,47.524179104854525,7.910427877441757,0.02953084630316659,0.034759737616551066,-0.018351366505291046
25.580000000000002,63.67357614899099,22.911722020440063,94.11811775250233,-179.19073304626045,47.21881438016099,8.64543797773296,0.02952141028309291,0.03472552849726403,-0.01835241866494616
25.59,63.55825179612441,22.741364618990588,94.50184089694476,-179.17471300153048,46.901958199083374,9.387277913196456,0.029504450080310402,0.03469330003729822,-0.018366955763709683
25.6,63.43895815180401,22.56592768872841,94.87421089097077,-179.16308985947688,46.58082003699442,10.117376639952855,0.02948653138531468,0.034669641449586466,-0.01838018628450159
25.61,63.3214256037916,22.402486703160225,95.25216338943626,-179.1501503266576,46.27247186031175,10.852665209306874,0.029469205724899996,0.034639634753982504,-0.018388974384400937
25.62,63.16403039290782,22.231424197024012,95.61903053717735,-179.17753518341632,45.95729255426656,11.57647110458321,0.02948131329276185,0.03461844277295678,-0.01840044353437118
25.63,63.031970002981886,22.069169934014027,95.99807766486941,-179.1800638929813,45.65170809157641,12.312054938496933,0.029474739493066802,0.03458678292415237,-0.0184103478875501
25.64,62.898949363188045,21.881601937419692,96.37304838399004,-179.1840483981633,45.32159256406472,13.04315554961169,0.029469483358033958,0.03456663478761317,-0.018437760844224018
25.650000000000002,62.769537076168675,21.693596495973377,96.74406705429456,-179.18493689225375,44.99181818952224,13.7698924712942,0.029461278807758503,0.03455095506052322,-0.018463312327836566
25.66,62.65952017647779,21.52305778967866,97.12504224921814,-179.16695905959062,44.68028493858115,14.506169398578136,0.02943927593458411,0.034520918624784125,-0.018480866197265758
25.67,62.53263613646999,21.34496331973325,97.50008153961278,-179.1663940686672,44.36196596571665,15.236088973346137,0.029432068099630268,0.03449835472836702,-0.01850033559567561
25.68,62.37601990773169,21.207646300577427,97.86501947727633,-179.19612352968815,44.08519000240559,15.955480769286424,0.029442138210603902,0.03446630145372455,-0.018489811806563346
